phase,agent,profile,seed,episode,reward,accuracy,final_true_mastery,final_est_mastery,time_to_mastery
train,random,beginner,0,68,12.258845138549805,0.3333333333333333,2.1301450729370117,4.1458845138549805,16
train,random,beginner,0,69,25.259177589416506,0.4,3.065697193145752,5.03591775894165,17
train,random,beginner,0,70,-7.17600679397583,0.13333333333333333,2.6627204418182373,2.632399320602417,31
train,random,beginner,0,71,9.112439441680909,0.3333333333333333,2.723649501800537,3.881243944168091,6
train,random,beginner,0,72,-4.09611177444458,0.16666666666666666,1.8072959184646606,2.790388822555542,31
train,random,beginner,0,73,7.041949844360352,0.3,2.8046023845672607,3.744194984436035,31
train,random,beginner,0,74,13.465367889404297,0.3,2.5964369773864746,4.18653678894043,27
train,random,beginner,0,75,-5.966610145568847,0.2,2.4527547359466553,2.5733389854431152,31
train,random,beginner,0,76,-9.404224395751953,0.13333333333333333,1.871587872505188,2.4595775604248047,31
train,random,beginner,0,77,17.21359558105469,0.36666666666666664,2.525869131088257,4.401359558105469,17
train,random,beginner,0,78,-1.819860649108887,0.16666666666666666,2.2404251098632812,3.0380139350891113,31
train,random,beginner,0,79,0.8200135231018066,0.23333333333333334,2.391071319580078,3.1820013523101807,19
train,random,beginner,0,80,7.79117307662964,0.36666666666666664,2.7653682231903076,3.569117307662964,26
train,random,beginner,0,81,16.60734462738037,0.36666666666666664,2.2337872982025146,4.360734462738037,14
train,random,beginner,0,82,-0.3982582092285156,0.2,2.2205748558044434,3.1101741790771484,31
train,random,beginner,0,83,-5.334034442901611,0.16666666666666666,2.451572895050049,2.766596555709839,31
train,random,beginner,0,84,1.4128527641296387,0.26666666666666666,2.252362012863159,3.291285276412964,31
train,random,beginner,0,85,13.884136772155763,0.36666666666666664,2.699042558670044,4.128413677215576,22
train,random,beginner,0,86,0.045047569274902166,0.23333333333333334,2.456477403640747,2.9245047569274902,31
train,random,beginner,0,87,3.806140995025636,0.3,2.570305109024048,3.3206140995025635,31
train,random,beginner,0,88,5.906424140930177,0.36666666666666664,2.5153727531433105,3.3806424140930176,11
train,random,beginner,0,89,-7.65132999420166,0.16666666666666666,2.7061421871185303,2.584867000579834,31
train,random,beginner,0,90,-13.350535869598389,0.06666666666666667,2.4173128604888916,2.314946413040161,31
train,random,beginner,0,91,9.140746688842775,0.3333333333333333,2.4102561473846436,3.6540746688842773,21
train,random,beginner,0,92,-4.307501029968262,0.2,2.208108901977539,2.789249897003174,31
train,random,beginner,0,93,7.9341278076171875,0.26666666666666666,2.5459299087524414,3.6934127807617188,31
train,random,beginner,0,94,5.8928363800048835,0.26666666666666666,2.4041104316711426,3.4092836380004883,31
train,random,beginner,0,95,12.614575099945071,0.43333333333333335,3.2516629695892334,3.941457509994507,12
train,random,beginner,0,96,-4.7908350944519045,0.16666666666666666,2.607210397720337,2.7409164905548096,31
train,random,beginner,0,97,-14.600239753723145,0.06666666666666667,2.4366815090179443,2.1399760246276855,31
train,random,beginner,0,98,-8.900483131408691,0.16666666666666666,2.332019567489624,2.409951686859131,31
train,random,beginner,0,99,-4.148160934448242,0.2,2.355344295501709,2.785183906555176,31
train,random,beginner,0,100,21.29540481567383,0.4666666666666667,2.6287519931793213,4.839540481567383,9
train,random,beginner,0,101,1.954189109802246,0.23333333333333334,2.6620142459869385,3.3654189109802246,31
train,random,beginner,0,102,3.905416488647461,0.2,2.3024191856384277,3.540541648864746,31
train,random,beginner,0,103,15.79281921386719,0.4666666666666667,2.6018259525299072,4.209281921386719,4
train,random,beginner,0,104,7.558724784851076,0.36666666666666664,2.0947954654693604,3.5158724784851074,9
train,random,beginner,0,105,-14.908838987350464,0.13333333333333333,2.8531455993652344,1.9591161012649536,31
train,random,beginner,0,106,-4.680916023254394,0.26666666666666666,2.2806997299194336,2.6519083976745605,31
train,random,beginner,0,107,-4.303828430175781,0.13333333333333333,2.15655517578125,2.939617156982422,31
train,random,beginner,0,108,5.143397331237793,0.26666666666666666,2.6442742347717285,3.4643397331237793,25
train,random,beginner,0,109,27.20500736236572,0.5666666666666667,3.003709316253662,5.190500736236572,22
train,random,beginner,0,110,3.6018929481506348,0.2,2.121889352798462,3.5101892948150635,31
train,random,beginner,0,111,23.341137313842776,0.4,2.7880351543426514,4.944113731384277,20
train,random,beginner,0,112,-5.152660369873047,0.16666666666666666,2.245337963104248,2.8347339630126953,31
train,random,beginner,0,113,16.915825653076173,0.4,2.8647165298461914,4.561582565307617,17
train,random,beginner,0,114,23.327772140502933,0.43333333333333335,2.3875977993011475,4.882777214050293,20
train,random,beginner,0,115,-2.433454990386963,0.2,2.8062667846679688,3.0066545009613037,31
train,random,beginner,0,116,17.906027412414552,0.36666666666666664,2.428046703338623,4.480602741241455,16
train,random,beginner,0,117,8.570066356658938,0.3333333333333333,2.6582398414611816,3.7670066356658936,25
train,random,beginner,0,118,13.46910104751587,0.3333333333333333,3.109405755996704,3.986910104751587,13
train,random,beginner,0,119,18.09022731781006,0.36666666666666664,2.5993049144744873,4.489022731781006,19
train,random,beginner,0,120,8.733616733551028,0.36666666666666664,2.4176716804504395,3.5333616733551025,9
train,random,beginner,0,121,19.38570365905762,0.3333333333333333,2.693751335144043,4.828570365905762,26
train,random,beginner,0,122,8.839286136627198,0.3333333333333333,2.453669548034668,3.8039286136627197,24
train,random,beginner,0,123,-0.44922103881835973,0.2,2.9219465255737305,3.195077896118164,31
train,random,beginner,0,124,-2.3513875007629395,0.16666666666666666,2.754277229309082,3.114861249923706,31
train,random,beginner,0,125,5.391441631317139,0.3,2.428121566772461,3.409144163131714,27
train,random,beginner,0,126,-8.832838535308838,0.13333333333333333,2.159022092819214,2.616716146469116,31
train,random,beginner,0,127,3.3419512748718274,0.26666666666666666,2.2085063457489014,3.0941951274871826,31
train,random,beginner,0,128,0.5334553718566895,0.2,2.231995105743408,3.203345537185669,31
train,random,beginner,0,129,4.840758609771729,0.23333333333333334,2.194392204284668,3.654075860977173,31
train,random,beginner,0,130,4.655333518981934,0.3,2.8715224266052246,3.3655333518981934,16
train,random,beginner,0,131,29.736960601806643,0.5,2.9854021072387695,5.403696060180664,13
train,random,beginner,0,132,17.629660987854006,0.36666666666666664,3.742347478866577,4.5729660987854,28
train,random,beginner,0,133,2.4971025466918952,0.3333333333333333,2.7758920192718506,3.0697102546691895,6
train,random,beginner,0,134,15.828094291687012,0.36666666666666664,2.5390963554382324,4.352809429168701,23
train,random,beginner,0,135,20.512547683715823,0.4,2.76924204826355,4.781254768371582,25
train,random,beginner,0,136,-3.586437702178955,0.16666666666666666,3.0211496353149414,2.8913562297821045,31
train,random,beginner,0,137,-7.262097358703613,0.13333333333333333,2.288267135620117,2.6237902641296387,31
train,random,beginner,0,138,26.677600097656246,0.4666666666666667,3.3044142723083496,5.297760009765625,9
train,random,beginner,0,139,0.3701167106628418,0.23333333333333334,2.3024661540985107,3.237011671066284,31
train,random,beginner,0,140,10.335570335388184,0.3,2.779926061630249,3.9335570335388184,31
train,random,beginner,0,141,-1.700883293151854,0.23333333333333334,2.508527994155884,2.8699116706848145,31
train,random,beginner,0,142,-3.3368598937988274,0.23333333333333334,2.6626110076904297,2.786314010620117,31
train,random,beginner,0,143,2.0551212310791023,0.3,2.222869873046875,3.12551212310791,31
train,random,beginner,0,144,17.403903579711915,0.3333333333333333,2.5230886936187744,4.430390357971191,19
train,random,beginner,0,145,-13.22102165222168,0.06666666666666667,2.345709800720215,2.277897834777832,31
train,random,beginner,0,146,5.055765438079835,0.3,2.659691333770752,3.3255765438079834,31
train,random,beginner,0,147,4.900726413726807,0.36666666666666664,2.1730666160583496,3.3300726413726807,10
train,random,beginner,0,148,17.70755081176758,0.4,2.5231194496154785,4.490755081176758,29
train,random,beginner,0,149,10.278301334381105,0.3333333333333333,3.42604398727417,3.7678301334381104,11
eval,random,beginner,0,0,-3.6092820167541504,0.3333333333333333,2.3315553665161133,2.539071798324585,7
eval,random,beginner,0,1,2.119845008850099,0.3,2.6534194946289062,3.1019845008850098,31
eval,random,beginner,0,2,3.3257516860961918,0.26666666666666666,2.9328255653381348,3.242575168609619,22
eval,random,beginner,0,3,5.4473618507385275,0.3333333333333333,3.020240068435669,3.2547361850738525,15
eval,random,beginner,0,4,-5.152615070343018,0.16666666666666666,2.1733624935150146,2.8347384929656982,18
eval,random,beginner,0,5,4.453209495544435,0.26666666666666666,2.9524993896484375,3.3353209495544434,31
eval,random,beginner,0,6,-9.357133388519287,0.1,2.357069730758667,2.6142866611480713,31
eval,random,beginner,0,7,-7.733957672119139,0.2,2.307178258895874,2.466604232788086,31
eval,random,beginner,0,8,23.810848236083988,0.4,3.472358226776123,4.981084823608398,18
eval,random,beginner,0,9,3.1370863914489746,0.23333333333333334,2.369340181350708,3.4637086391448975,31
eval,random,beginner,0,10,-0.20204229354858327,0.23333333333333334,1.833396077156067,3.1497957706451416,9
eval,random,beginner,0,11,-0.7813019752502441,0.16666666666666666,2.562573194503784,3.1218698024749756,31
eval,random,beginner,0,12,-1.4079172134399407,0.2,2.3835244178771973,2.929208278656006,31
eval,random,beginner,0,13,15.09637622833252,0.26666666666666666,2.2698326110839844,4.479637622833252,20
eval,random,beginner,0,14,-5.54735631942749,0.16666666666666666,2.165224552154541,2.665264368057251,31
eval,random,beginner,0,15,10.600725746154787,0.36666666666666664,2.8767712116241455,3.9000725746154785,21
eval,random,beginner,0,16,-5.247828960418701,0.16666666666666666,2.3951175212860107,2.72521710395813,31
eval,random,beginner,0,17,3.5219090461730955,0.26666666666666666,2.3949642181396484,3.4221909046173096,31
eval,random,beginner,0,18,9.45330276489258,0.3,2.1543679237365723,3.805330276489258,29
eval,random,beginner,0,19,18.8105770111084,0.3333333333333333,2.9409186840057373,4.67105770111084,24
eval,random,beginner,0,20,13.222982978820802,0.3,2.6356523036956787,4.06229829788208,30
eval,random,beginner,0,21,22.104420852661136,0.4,2.480700731277466,4.940442085266113,9
eval,random,beginner,0,22,-2.5126800537109375,0.23333333333333334,2.6605615615844727,2.8487319946289062,31
eval,random,beginner,0,23,-0.5885372161865234,0.23333333333333334,2.2716550827026367,3.0411462783813477,31
eval,random,beginner,0,24,2.0484307289123533,0.26666666666666666,2.504883289337158,3.1748430728912354,31
eval,random,beginner,0,25,8.260940074920654,0.3,2.775839328765869,3.7260940074920654,31
eval,random,beginner,0,26,6.209454345703125,0.23333333333333334,2.6944990158081055,3.6409454345703125,31
eval,random,beginner,0,27,-5.091999053955078,0.16666666666666666,3.1410086154937744,2.790800094604492,31
eval,random,beginner,0,28,-0.06262655258178729,0.16666666666666666,2.8007919788360596,3.3637373447418213,31
eval,random,beginner,0,29,11.488948249816893,0.3,2.552147626876831,4.1088948249816895,30
train,random,beginner,1,0,-2.3939144134521486,0.23333333333333334,2.3229739665985107,2.880608558654785,31
train,random,beginner,1,1,5.759807586669922,0.3,2.564249038696289,3.475980758666992,31
train,random,beginner,1,2,-3.8461641311645502,0.23333333333333334,2.38020658493042,2.655383586883545,31
train,random,beginner,1,3,-8.048599243164062,0.2,3.0724916458129883,2.4951400756835938,31
train,random,beginner,1,4,-6.06356954574585,0.16666666666666666,1.88639235496521,2.743643045425415,31
train,random,beginner,1,5,5.684648609161378,0.3,2.3151814937591553,3.4584648609161377,20
train,random,beginner,1,6,12.079468536376954,0.3333333333333333,2.7891952991485596,4.127946853637695,29
train,random,beginner,1,7,-2.430480194091797,0.2,2.3113081455230713,2.8269519805908203,31
train,random,beginner,1,8,11.089056587219238,0.3333333333333333,2.4216930866241455,3.998905658721924,29
train,random,beginner,1,9,11.528735733032228,0.36666666666666664,2.8387420177459717,4.092873573303223,10
train,random,beginner,1,10,2.300317573547364,0.26666666666666666,2.7490227222442627,3.2000317573547363,26
train,random,beginner,1,11,-0.2591425895690911,0.26666666666666666,2.894383668899536,3.044085741043091,23
train,random,beginner,1,12,14.002236938476564,0.3333333333333333,1.8735907077789307,4.190223693847656,21
train,random,beginner,1,13,16.527947235107423,0.3333333333333333,2.9824464321136475,4.522794723510742,27
train,random,beginner,1,14,11.107542800903321,0.26666666666666666,2.205249309539795,4.080754280090332,25
train,random,beginner,1,15,6.626861095428467,0.26666666666666666,3.238424062728882,3.6626861095428467,31
train,random,beginner,1,16,-2.1735097885131838,0.2,2.745586633682251,3.0526490211486816,31
train,random,beginner,1,17,12.5943115234375,0.3,3.0389821529388428,4.22943115234375,30
train,random,beginner,1,18,1.7238311767578125,0.23333333333333334,2.878028392791748,3.3723831176757812,31
train,random,beginner,1,19,15.308454132080083,0.4,2.582564353942871,4.020845413208008,14
train,random,beginner,1,20,-2.8415842056274414,0.2,1.9147650003433228,3.165841579437256,31
train,random,beginner,1,21,9.974985694885255,0.3,2.235825777053833,3.9374985694885254,31
train,random,beginner,1,22,-5.633786201477051,0.2,2.3480331897735596,2.736621379852295,31
train,random,beginner,1,23,-3.554731559753418,0.16666666666666666,2.1808547973632812,3.014526844024658,31
train,random,beginner,1,24,2.8230813980102543,0.36666666666666664,2.031053066253662,2.9923081398010254,31
train,random,beginner,1,25,7.308252429962159,0.3333333333333333,3.121534585952759,3.670825242996216,9
train,random,beginner,1,26,20.61310920715332,0.36666666666666664,2.5841357707977295,4.651310920715332,17
train,random,beginner,1,27,1.7754281044006346,0.2,3.037233591079712,3.2975428104400635,31
train,random,beginner,1,28,2.7281551361083984,0.23333333333333334,2.322256088256836,3.22281551361084,31
train,random,beginner,1,29,4.390604019165039,0.3,3.080901622772217,3.489060401916504,31
train,random,beginner,1,30,15.468187141418458,0.3333333333333333,2.661714792251587,4.316818714141846,24
train,random,beginner,1,31,10.643908882141115,0.3,2.529128074645996,4.074390888214111,14
train,random,beginner,1,32,-4.691369247436523,0.26666666666666666,2.7987630367279053,2.5008630752563477,9
train,random,beginner,1,33,-2.728278160095215,0.2,2.2742652893066406,2.9271721839904785,31
train,random,beginner,1,34,-8.40413875579834,0.16666666666666666,2.8528892993927,2.479586124420166,31
train,random,beginner,1,35,9.334578609466554,0.3333333333333333,2.7106146812438965,3.6734578609466553,17
train,random,beginner,1,36,9.83963327407837,0.26666666666666666,2.4536633491516113,3.903963327407837,28
train,random,beginner,1,37,-10.461574268341064,0.13333333333333333,2.329133987426758,2.2738425731658936,31
train,random,beginner,1,38,26.813498497009277,0.4666666666666667,3.1187121868133545,5.331349849700928,19
train,random,beginner,1,39,-1.8144936561584473,0.23333333333333334,3.1322014331817627,3.0185506343841553,31
train,random,beginner,1,40,6.93642692565918,0.3,2.2656409740448,3.613642692565918,31
train,random,beginner,1,41,11.384309577941895,0.26666666666666666,2.8344762325286865,4.0084309577941895,27
train,random,beginner,1,42,9.013395309448242,0.23333333333333334,2.677788496017456,3.901339530944824,29
train,random,beginner,1,43,1.8472334861755364,0.26666666666666666,2.4802262783050537,3.2147233486175537,31
train,random,beginner,1,44,0.15366792678833008,0.2,2.6812021732330322,3.265366792678833,31
train,random,beginner,1,45,8.400976562499999,0.26666666666666666,2.6475436687469482,3.85009765625,31
train,random,beginner,1,46,-15.613462209701538,0.1,2.3171567916870117,1.9886537790298462,31
train,random,beginner,1,47,5.914310932159424,0.26666666666666666,2.831853151321411,3.6414310932159424,31
train,random,beginner,1,48,5.584950065612794,0.3,2.7606546878814697,3.3484950065612793,21
train,random,beginner,1,49,0.05550098419189453,0.23333333333333334,2.309767246246338,3.0555500984191895,31
train,random,beginner,1,50,-15.46297836303711,0.1,2.1089980602264404,2.003702163696289,31
train,random,beginner,1,51,5.06505994796753,0.3,2.371077060699463,3.476505994796753,24
train,random,beginner,1,52,12.75931444168091,0.4,2.920717716217041,3.935931444168091,29
train,random,beginner,1,53,-0.4069606781005861,0.23333333333333334,2.469998836517334,2.8793039321899414,31
train,random,beginner,1,54,13.058447647094727,0.3,2.3420770168304443,4.325844764709473,28
train,random,beginner,1,55,-9.192678928375244,0.1,3.1433634757995605,2.5807321071624756,31
train,random,beginner,1,56,3.523539829254151,0.23333333333333334,1.9071494340896606,3.422353982925415,31
train,random,beginner,1,57,-9.795703125,0.1,2.4348185062408447,2.4404296875,31
train,random,beginner,1,58,11.05437002182007,0.3333333333333333,2.3477869033813477,3.895437002182007,31
train,random,beginner,1,59,1.3850377082824705,0.26666666666666666,2.2972359657287598,3.158503770828247,31
train,random,beginner,1,60,18.857574844360354,0.4,2.130673885345459,4.595757484436035,17
train,random,beginner,1,61,15.30573596954346,0.3333333333333333,2.1307642459869385,4.290573596954346,24
train,random,beginner,1,62,-8.355697631835938,0.16666666666666666,2.936739921569824,2.5644302368164062,18
train,random,beginner,1,63,2.943952655792237,0.3333333333333333,2.8891220092773438,3.2343952655792236,5
train,random,beginner,1,64,-0.3668868064880373,0.2,3.1451151371002197,3.0833113193511963,31
train,random,beginner,1,65,-0.0427143096923821,0.23333333333333334,2.4666709899902344,3.1657285690307617,31
train,random,beginner,1,66,13.426197624206544,0.3333333333333333,2.5860953330993652,4.232619762420654,27
train,random,beginner,1,67,-2.8383509635925295,0.26666666666666666,3.147010564804077,2.636164903640747,31
train,random,beginner,1,68,22.922468566894533,0.43333333333333335,2.9462621212005615,5.002246856689453,28
train,random,beginner,1,69,-4.309960746765136,0.2,2.4467453956604004,2.7090039253234863,31
train,random,beginner,1,70,1.944182968139648,0.23333333333333334,2.988805055618286,3.334418296813965,31
train,random,beginner,1,71,8.151733493804933,0.3,2.357572078704834,3.605173349380493,31
train,random,beginner,1,72,15.134418678283694,0.4,2.7355287075042725,4.193441867828369,12
train,random,beginner,1,73,8.411659812927248,0.26666666666666666,2.2115397453308105,3.8811659812927246,26
train,random,beginner,1,74,1.136812305450439,0.2,2.217543840408325,3.203681230545044,31
train,random,beginner,1,75,16.784513473510742,0.3333333333333333,3.291377305984497,4.628451347351074,29
train,random,beginner,1,76,-0.34406728744506854,0.16666666666666666,2.147996187210083,3.285593271255493,31
train,random,beginner,1,77,-11.12837839126587,0.1,2.043682098388672,2.437162160873413,31
train,random,beginner,1,78,19.138299560546876,0.36666666666666664,2.7377614974975586,4.7538299560546875,25
train,random,beginner,1,79,18.8631103515625,0.3333333333333333,2.9377706050872803,4.65631103515625,16
train,random,beginner,1,80,0.5023360252380371,0.23333333333333334,2.85432505607605,3.3002336025238037,31
train,random,beginner,1,81,8.505437278747557,0.3333333333333333,2.3520712852478027,3.610543727874756,31
train,random,beginner,1,82,12.291713523864747,0.3333333333333333,2.5008397102355957,4.149171352386475,30
train,random,beginner,1,83,-6.067422866821289,0.2,2.3829212188720703,2.543257713317871,31
train,random,beginner,1,84,-3.0662843704223626,0.23333333333333334,2.3770692348480225,2.9133715629577637,31
train,random,beginner,1,85,5.139622020721436,0.3,2.833423137664795,3.5839622020721436,25
train,random,beginner,1,86,-11.941752910614014,0.13333333333333333,2.1229147911071777,2.3558247089385986,31
train,random,beginner,1,87,13.57051239013672,0.3,2.5061514377593994,4.247051239013672,20
train,random,beginner,1,88,-3.7818493843078613,0.2,2.5011332035064697,2.771815061569214,31
train,random,beginner,1,89,8.80139331817627,0.26666666666666666,3.1794309616088867,3.900139331817627,31
train,random,beginner,1,90,10.174609756469726,0.3,2.4816858768463135,4.107460975646973,24
train,random,beginner,1,91,14.046101570129395,0.3333333333333333,2.438927412033081,4.4046101570129395,30
train,random,beginner,1,92,9.122106838226319,0.23333333333333334,2.6528759002685547,3.932210683822632,23
train,random,beginner,1,93,19.39579544067383,0.3333333333333333,2.3090548515319824,4.629579544067383,25
train,random,beginner,1,94,2.1229827880859373,0.23333333333333334,2.5777621269226074,3.3322982788085938,31
train,random,beginner,1,95,0.8900115966796873,0.23333333333333334,2.5072593688964844,3.1090011596679688,31
train,random,beginner,1,96,14.330713081359864,0.3333333333333333,3.4614953994750977,4.253071308135986,28
train,random,beginner,1,97,8.193033218383789,0.26666666666666666,3.6065571308135986,4.019303321838379,29
train,random,beginner,1,98,-2.3031606674194336,0.2,2.7977383136749268,3.1696839332580566,31
train,random,beginner,1,99,11.995009803771971,0.26666666666666666,2.4893572330474854,4.259500980377197,29
train,random,beginner,1,100,2.294769763946533,0.23333333333333334,2.288675308227539,3.4294769763946533,31
train,random,beginner,1,101,8.127633857727051,0.23333333333333334,2.415614604949951,3.882763385772705,31
train,random,beginner,1,102,10.227955913543703,0.26666666666666666,2.008063316345215,3.86279559135437,27
train,random,beginner,1,103,4.782124042510986,0.23333333333333334,2.600968360900879,3.6782124042510986,31
train,random,beginner,1,104,6.949096775054932,0.3,2.9858381748199463,3.584909677505493,31
train,random,beginner,1,105,6.489871501922607,0.3,2.6973726749420166,3.5489871501922607,31
train,random,beginner,1,106,-3.8187539100646974,0.2,1.8139158487319946,2.7381246089935303,31
train,random,beginner,1,107,-3.802148532867431,0.23333333333333334,2.3956363201141357,2.789785146713257,31
train,random,beginner,1,108,0.20011863708496147,0.23333333333333334,2.462574005126953,3.060011863708496,31
train,random,beginner,1,109,20.786217498779298,0.36666666666666664,3.0519192218780518,4.69862174987793,18
train,random,beginner,1,110,12.516172981262208,0.3,2.3251686096191406,4.141617298126221,10
train,random,beginner,1,111,2.7672732353210447,0.26666666666666666,1.9456355571746826,3.1467273235321045,31
train,random,beginner,1,112,3.226332759857179,0.3333333333333333,2.6272597312927246,3.0626332759857178,16
train,random,beginner,1,113,7.122601509094238,0.26666666666666666,3.3322854042053223,3.562260150909424,20
train,random,beginner,1,114,4.497640228271484,0.26666666666666666,2.8028981685638428,3.4397640228271484,31
